Restaurants,address,city,ratings,prices,cuisines,Meal_Type,Restaurant_offer_percentage,Online_payment_offer_percentage
River Deck Cafe By Prana Resorts,"Ravet, Pune",Pune,4.0,2000,Continental,Dinner,15,25
Saundarya Garden,"Hinjawadi, Pune",Pune,3.1,1000,"Indian, Multicuisine",Dinner,15,25
Downtown Club,"Hinjawadi, Pune",Pune,2.0,2200,Multicuisine,Dinner,45,25
Torre Gourmet Dining & Bar,"Baner, Pune",Pune,4.8,1500,"Italian, Spanish",Dinner,15,25
Asilo,"The Westin Pune Koregaon Park, Pune",Pune,4.2,2250,Middle Eastern,Dinner,20,25
Hirkani ,"Radisson Resort & Spa Lonavala, Pune",Pune,4.7,2800,Multicuisine,Dinner,15,25
Koconut Tree Restaurant And Bar,"Magarpatta, Pune",Pune,4.7,1200,Seafood,Dinner,15,25
Ammachi Mess,"Viman Nagar, Pune",Pune,4.0,900,South Indian,Dinner,10,25
Velora- The Rooftop,"Kondhwa, Pune",Pune,4.0,2500,Multicuisine,Dinner,10,25
THE NOOK,"Shivaji Nagar, Pune",Pune,4.0,1000,"Cafe, European",Dinner,10,25
Nieesh - Kitchen & Bar,"Pimpri-Chinchwad, Pune",Pune,4.0,1500,Multicuisine,Dinner,10,25
Naughty Angel Cafe,"Koregaon Park, Pune",Pune,4.0,700,European,Dinner,10,25
Evara - Bistro & Patisserie,"Bavdhan, Pune",Pune,4.0,600,Continental,Dinner,25,0
The Grand Oasis,"Viman Nagar, Pune",Pune,4.0,1000,Multicuisine,Dinner,10,25
Filament Bar,"Wakad, Pune",Pune,4.4,1800,Multicuisine,Dinner,10,25
Elaichi ,"Baner, Pune",Pune,4.0,1100,Multicuisine,Dinner,10,25
Copa Cabana,"Wakad, Pune",Pune,4.3,1900,Multicuisine,Dinner,25,0
Blinque,Hotel Parc Estique Pune,Pune,4.8,2000,"Cocktail Menu, Finger Food",Dinner,20,25
Nanna's Negroni,"Baner, Pune",Pune,4.0,1800,"European, Italian",Dinner,10,25
Bubsterr's Bar & Kitchen,"Kharadi, Pune",Pune,4.0,1200,Continental,Dinner,10,25
Feast Cafe And Lounge,"Spree Shivai Hotel, Pune",Pune,4.0,1000,Multicuisine,Dinner,15,25
The Chocolate Room,"Pimple Nilakh, Pune",Pune,4.0,600,Multicuisine,Dinner,20,25
Cafe Skywalkers,"Wakad, Pune",Pune,4.0,600,"Beverages, Cafe",Dinner,15,25
Cafe Bay Leaf ,"Ramada Plaza By Wyndham Pune Hinjewadi, Pune",Pune,3.7,2000,"Multicuisine, All Day Dining",Dinner,15,25
Dinero Fine Dine,"Chinchwad, Pune",Pune,4.0,1400,Multicuisine,Dinner,15,25
Brew Merchant,"Baner, Pune",Pune,5.0,800,Multicuisine,Dinner,10,25
Narrative,"Mundhwa, Pune",Pune,3.0,1200,Multicuisine,Dinner,10,25
Ya Basa - Kitchen & Bar,"Kharadi, Pune",Pune,4.2,1200,Seafood,Dinner,15,25
Aafreen - Inspired Indian,"The Westin Pune Koregaon Park, Pune",Pune,4.6,1600,Indian,Dinner,20,25
Greenart Cafe and Diner,"Bavdhan, Pune",Pune,5.0,1000,Multicuisine,Dinner,10,25
Coffee to Cocktails Bar,HYATT PLACE Pune/Hinjawadi,Pune,3.0,2400,"Fast Food, Cocktail Menu",Dinner,20,25
Tea Villa Cafe,"Wakad, Pune",Pune,4.8,800,Multicuisine,Dinner,10,25
Balsam - Cafe And Kitchen,"Kondhwa, Pune",Pune,4.0,800,Multicuisine,Dinner,25,0
Siilver Spoon,"Wakad, Pune",Pune,3.5,1100,Multicuisine,Dinner,15,25
Salsa,"The Corinthians, Pune",Pune,4.8,1700,Multicuisine,Dinner,25,0
Classio - Family Restaurant & Bar,"Moshi, Pune",Pune,5.0,1000,Multicuisine,Dinner,25,0
Atithi Veg,"Baner, Pune",Pune,4.5,1000,Multicuisine,Dinner,10,25
Pind Punjab,"Kharadi, Pune",Pune,4.0,700,"North Indian, Chinese",Dinner,25,0
Skylix Rooftop Lounge and Dining,"Radisson Resort & Spa Lonavala, Pune",Pune,4.5,4000,Multicuisine,Dinner,10,25
Single Malt & Co.,Hyatt Regency Pune,Pune,4.4,2000,Cocktail Menu,Dinner,30,25
Atithi Veg,"Law College Road, Pune",Pune,3.0,1000,Multicuisine,Dinner,10,25
Chinar - With Love From Kashmir,"Baner, Pune",Pune,5.0,1000,Kashmiri,Dinner,15,25
7 Treats family Restaurant & Bar,"Mundhwa, Pune",Pune,3.8,1200,Multicuisine,Dinner,20,25
Atithi Veg,"Lulla Nagar, Pune",Pune,5.0,1000,Multicuisine,Dinner,10,25
The Train Carnival,"Solapur Road, Pune",Pune,4.0,1000,Multicuisine,Dinner,15,25
Mattina Cafe,"Pimpri-Chinchwad, Pune",Pune,4.0,600,Multicuisine,Dinner,10,25
Nawab Asia,"Baner, Pune",Pune,4.9,1500,North Indian,Dinner,25,0
Bean Social,"Viman Nagar, Pune",Pune,4.5,300,Cafe,Dinner,15,25
Socio - Kitchen & Bar,"Baner, Pune",Pune,4.0,1300,Multicuisine,Dinner,10,25
Pokket Cafe,"Sus, Pune",Pune,4.0,400,Multicuisine,Dinner,25,25
Masala Mehfil,"Baner, Pune",Pune,5.0,1200,"North Indian, Maharashtrian",Dinner,10,25
Atithi Veg,"Sinhgad Road, Pune",Pune,5.0,1000,Multicuisine,Dinner,10,25
Laa Unico ,"Swargate, Pune",Pune,4.4,1200,Multicuisine,Dinner,25,0
Savour By Dadus,"Wakad, Pune",Pune,4.6,1400,Multicuisine,Dinner,10,25
Olio - The Wood Fired Pizzeria,"Aundh, Pune",Pune,4.0,500,Italian,Dinner,15,25
Pappe Di Chaap,"Kharadi, Pune",Pune,4.0,600,Indian,Dinner,15,25
Seven Heart Family Restaurant & Cafe,"Undri, Pune",Pune,4.0,1000,"Chinese, Indian, Continental",Dinner,15,25
Salt Indian Restaurant Bar And Grill,"Kalyani Nagar, Pune",Pune,5.0,1500,Multicuisine,Dinner,25,25
Nook Diner Bar,"Viman Nagar, Pune",Pune,5.0,1000,Multicuisine,Dinner,10,25
Jalsa Restaurant and Bar,"Kothrud, Pune",Pune,4.9,1200,Multicuisine,Dinner,15,25
Executive Tamanna Multicuisine Resto & Bar,"Hinjawadi, Pune",Pune,4.2,1400,Multicuisine,Dinner,0,25
Tatva,"Baner, Pune",Pune,3.1,950,Multicuisine,Dinner,15,25
Ocean Darbar,"Viman Nagar, Pune",Pune,5.0,1500,Seafood,Dinner,10,25
Coffee Island,"Kondhwa, Pune",Pune,5.0,1000,"European, Coffee",Dinner,10,25
The Global Village,"Mundhwa, Pune",Pune,4.5,1000,"Chinese, North Indian",Dinner,25,25
Flo - The Brewery,"Hinjawadi, Pune",Pune,3.7,1500,"North Indian, Continental",Dinner,25,0
La Bali,"Bavdhan, Pune",Pune,4.7,1500,Multicuisine,Dinner,10,25
Shabree Thali Restaurant,"Hotel Parichay, Pune",Pune,5.0,800,Maharashtrian,Dinner,10,25
Slice Factory,"Chinchwad, Pune",Pune,5.0,500,Multicuisine,Dinner,25,0
Si Nonna's - The Original Sourdough Pizza,"Shivaji Nagar, Pune",Pune,4.7,1600,Italian,Dinner,25,0
&Co.,"Koregaon Park, Pune",Pune,4.0,1700,Multicuisine,Dinner,25,0
Copa Villa,"Bhosari, Pune",Pune,5.0,1400,Multicuisine,Dinner,25,0
Kaavyam,"Chinchwad, Pune",Pune,3.4,800,Multicuisine,Dinner,10,25
ScoopTown - The Ice Cream Cafe,"Baner, Pune",Pune,4.5,300,Ice Cream,Dinner,10,25
Bluee Ocean Rooftop & Bar,"Moshi, Pune",Pune,4.0,1500,Multicuisine,Dinner,10,25
Saguti Retreat,"Pimpri-Chinchwad, Pune",Pune,4.0,800,Multicuisine,Dinner,10,25
Citron,"Essentia Premier Hotel, Pune",Pune,4.0,1500,Multicuisine,Dinner,20,25
Tetto Manhattan,"Pimple Nilakh, Pune",Pune,4.0,1200,Multicuisine,Dinner,20,25
 Brotherhood lounge ,"Ravet, Pune",Pune,4.0,1200,Multicuisine,Dinner,15,25
Jimmy's Place,"Pashan, Pune",Pune,4.0,1100,Multicuisine,Dinner,15,25
Romae Pizzeria,"Dhanori, Pune",Pune,5.0,900,Italian,Dinner,25,0
Aromas cafe & bistro,"Baner, Pune",Pune,4.8,1100,Cafe,Dinner,15,25
The Lotus Deck ,Hyatt Regency Pune,Pune,3.5,3000,"Mughlai, Cocktail Menu",Dinner,30,25
Spice Kitchen,"Magarpatta, Pune",Pune,4.0,800,Multicuisine,Dinner,10,25
BOK The German - Korean Brunch Cafe,"Viman Nagar, Pune",Pune,4.0,1000,"Italian, Korean",Dinner,10,25
The Hungry Nation,"Kharadi, Pune",Pune,4.0,500,Indian,Dinner,10,25
The Backyard Cafe,"Viman Nagar, Pune",Pune,4.0,1000,Multicuisine,Dinner,10,25
Leo's Den Cafe & Eatery,"Kharadi, Pune",Pune,4.0,500,Multicuisine,Dinner,10,25
Food Quarter ,"Kondhwa, Pune",Pune,4.0,600,Italian,Dinner,10,25
 The Gold Haven,"Kharadi, Pune",Pune,4.0,700,"Beverages, Chinese, Salad",Dinner,10,25
Food Adda,"Bibwewadi , Pune",Pune,4.0,400,Multicuisine,Dinner,10,25
Cafe Serenity,"Kothrud, Pune",Pune,4.0,750,"Beverages, Fast Food",Dinner,10,25
Aura Celestia,"Sinhgad Road, Pune",Pune,5.0,1200,"Chinese, North Indian",Dinner,10,25
Xero Degrees,"Viman Nagar, Pune",Pune,3.8,1100,Multicuisine,Dinner,10,25
One China,"Pimple Saudagar, Pune",Pune,4.5,600,Chinese,Dinner,10,25
Local Gastro Bar ,"Hinjawadi, Pune",Pune,3.4,1400,"Cocktail Menu, Finger Food",Dinner,50,25
Malhari ,"Radisson Resort & Spa Lonavala, Pune",Pune,4.4,2600,Finger Food,Dinner,15,25
Atithi Pure Veg,"Parvati Paytha, Pune",Pune,4.5,1000,Multicuisine,Dinner,10,25
Dorf Brewhouse,"Baner, Pune",Pune,4.0,2000,Multicuisine,Dinner,10,25
Terrace Court,"Vaibhav Hotel, Pune",Pune,4.0,1000,Multicuisine,Dinner,25,0
The Urban Foundry,"Balewadi, Pune",Pune,4.6,1800,"Indian, Asian",Dinner,25,0
The Village,"Chinchwad, Pune",Pune,1.0,600,"Indian, Seafood",Dinner,15,25
Spice Garden,"Kothrud, Pune",Pune,3.0,1000,Multicuisine,Dinner,10,25
Yalla Yalla,"Kharadi, Pune",Pune,4.0,1200,Multicuisine,Dinner,15,25
Tortuga Cafe,"The T Hotels, Pune",Pune,4.0,1300,Multicuisine,Dinner,15,25
Miyuki,DoubleTree by Hilton Hotel Pune Chinchwad,Pune,4.0,3000,Japanese,Dinner,15,25
Barrels & Bites Kitchen & Bar,"Wakad, Pune",Pune,5.0,1000,Multicuisine,Dinner,10,25
Heshel-Authenticity From The Kitchens Of Kolkata,"Hinjawadi, Pune",Pune,4.8,800,"Indian, Bengali",Dinner,10,25
Portico,"Sayaji Hotel, Pune",Pune,4.5,1200,All Day Dining,Dinner,10,25
Teddy's Kitchen And Bar,"Pimpri, Pune",Pune,3.0,1500,Multicuisine,Dinner,10,25
Pinxx- All Day Dining,Regenta Central Grand Exotica Pune,Pune,5.0,1500,Multicuisine,Dinner,25,25
The Studs - Sports Bar & Grill,"Baner, Pune",Pune,4.6,1500,Multicuisine,Dinner,10,25
Pizza Merrano,"Moshi, Pune",Pune,4.5,500,Italian,Dinner,10,25
Heritage Kitchen And Co.,"Baner, Pune",Pune,4.4,900,Multicuisine,Dinner,10,25
Zeeshan Restaurant - Apna Hyderabadi Food,"Hinjawadi, Pune",Pune,3.9,900,Hyderabadi,Dinner,10,25
Hidden Place- The Hangout,"Balewadi, Pune",Pune,3.8,1500,"Italian, Continental",Dinner,15,25
The Terrace Bar,"Hyatt Pune, Kalyani Nagar",Pune,4.0,2000,Tapas,Dinner,20,25
Cafe Back To Basics,"Wadgaon Sheri, Pune",Pune,4.0,700,European,Dinner,20,25
Cafe Back To Basics,"Wadgaon Sheri, Pune",Pune,4.0,700,European,Dinner,20,25
Wow So Good Bistro,"Vishrantwadi, Pune",Pune,4.0,700,Multicuisine,Dinner,20,25
One World - The Coffee Studio,"Kalyani Nagar, Pune",Pune,4.0,1200,Cafe,Dinner,20,25
Cafe Munchkin,"Shivaji Nagar, Pune",Pune,4.0,600,Multicuisine,Dinner,20,25
Element Bar & Kitchen,"Viman Nagar, Pune",Pune,5.0,1200,Multicuisine,Dinner,25,0
Ouza Cocktail Bar,"Baner, Pune",Pune,5.0,1800,Multicuisine,Dinner,20,25
Pardon My French,"Senapati Bapat Road, Pune",Pune,5.0,900,Cafe,Dinner,15,25
Angaar ,"Balewadi, Pune",Pune,4.3,800,Mughlai,Dinner,15,25
HOPP-House Of Pavs & Pakodas,"Mundhwa, Pune",Pune,4.8,400,"Cafe, Fast Food",Dinner,15,25
Arabian Mandi,"Kondhwa, Pune",Pune,3.0,1200,Arabian,Dinner,10,25
Tatini,"Balewadi, Pune",Pune,4.0,1200,Multicuisine,Dinner,15,25
Kanji Hotel & Lounge,"Mahalunge, Pune",Pune,4.0,1600,Multicuisine,Dinner,10,25
The Backbenchers Cafeteria,"Nigdi, Pune",Pune,4.0,500,Italian,Dinner,10,25
The Green Oasis,"Pimpri-Chinchwad, Pune",Pune,4.2,600,Multicuisine,Dinner,25,0
Halloumi- Lebanese Kitchen And Bakehouse,"Kalyani Nagar, Pune",Pune,3.7,1000,Lebanese,Dinner,25,0
Amani ,"Pimpri, Pune",Pune,4.0,1200,Multicuisine,Dinner,10,25
Spice Roots,"Bavdhan, Pune",Pune,3.0,800,Indian,Dinner,15,25
Fiesta By Barbeque Nation,"Wakad, Pune",Pune,4.5,1900,Multicuisine,Dinner,25,0
 Tg's - The Oriental Grill,"Hyatt Pune, Kalyani Nagar",Pune,4.5,2000,"Chinese, Thai",Dinner,15,25
Swig S.B. Road,"Shivaji Nagar, Pune",Pune,2.3,1200,Fast Food,Dinner,25,25
The Secret Garden,"Koregaon Park, Pune",Pune,4.1,1200,Multicuisine,Dinner,15,25
Handi Hut,"Kharadi, Pune",Pune,1.0,1000,Indian,Dinner,15,25
Nakhra - Indian Kitchen & Bar,"Aundh, Pune",Pune,4.5,1500,North Indian,Dinner,10,25
Yeti And The Monk,"Viman Nagar, Pune",Pune,3.8,1200,"Thai, Tibetan, Vietnamese",Dinner,25,0
Empire Garden Restaurant & Bar,"Wakad, Pune",Pune,3.3,1100,Multicuisine,Dinner,10,25
Sitara,"Hyatt Pune, Kalyani Nagar",Pune,4.0,2000,Indian,Dinner,15,25
Cadilac - PREVAIL,"Mundhwa, Pune",Pune,4.0,1400,Multicuisine,Dinner,15,25
Goldfinch Family Kitchen and Bar,"Ghole Road, Pune",Pune,5.0,1200,Multicuisine,Dinner,10,25
Houz - On The Top (Rooftop),"Deccan Gymkhana, Pune",Pune,4.0,1000,"Beverages, Continental",Dinner,15,25
Toss Pizzeria,"Bibwewadi , Pune",Pune,5.0,600,Italian,Dinner,10,25
Neonn Eatery & Pub,"Baner, Pune",Pune,4.0,1200,"Cocktail Menu, Multicuisine",Dinner,30,25
Buenos Kaffe,"Aundh, Pune",Pune,4.0,800,"Italian, Coffee",Dinner,30,25
The Green Spoon,"Baner, Pune",Pune,3.9,1200,Multicuisine,Dinner,10,25
Swad Kitchen,"Nigdi, Pune",Pune,3.0,800,Multicuisine,Dinner,10,25
Opus Club & Lounge,"Pashan, Pune",Pune,5.0,1900,"Chinese, North Indian",Dinner,25,25
Appetite,"Pimpri, Pune",Pune,4.5,800,Multicuisine,Dinner,25,25
Bharat Bhavan,"Balewadi, Pune",Pune,2.8,1900,Regional Indian,Dinner,25,0
Curry Nirvana,"Viman Nagar, Pune",Pune,4.0,1000,Tamil Nadu,Dinner,10,25
Santorini Blue- Bar & Restaurant,"Bhugaon, Pune",Pune,4.0,1500,Multicuisine,Dinner,20,25
Atithi Veg,"Aundh, Pune",Pune,4.0,1000,Multicuisine,Dinner,10,25
Spring Onion,"Hinjawadi, Pune",Pune,5.0,1000,Asian,Dinner,10,25
Konkan Pearl,"Baner, Pune",Pune,1.0,900,Seafood,Dinner,10,25
Sanskruti,"Hadapsar, Pune",Pune,4.2,1400,Indian,Dinner,15,25
Kwality Restaurant & Bar,"Vishrantwadi, Pune",Pune,4.0,2000,Multicuisine,Dinner,10,25
F Bar,"Mundhwa, Pune",Pune,4.0,1500,Multicuisine,Dinner,10,25
Le Shaay Restro Cafe,"Kothrud, Pune",Pune,4.0,700,Multicuisine,Dinner,10,25
Rohi Gourmet Bistro,"Hinjawadi, Pune",Pune,4.0,1300,Multicuisine,Dinner,35,25
Caneyard Veg,"Kondhwa, Pune",Pune,4.0,300,"North Indian, Chinese",Dinner,10,25
Kwality Family Restaurant And Bar,"Swargate, Pune",Pune,4.0,1500,Multicuisine,Dinner,10,25
Kwality Family Restaurant And Bar,"Maharshi Nagar, Pune",Pune,4.0,1500,Multicuisine,Dinner,10,25
Kwality Resto Bar,"Satara Road, Pune",Pune,4.0,1500,Multicuisine,Dinner,10,25
Mourya Kitchen Bar & Banquet,"Erandwane, Pune",Pune,4.0,1200,North Indian,Dinner,25,0
Aha! Baangali,"Hadapsar, Pune",Pune,4.0,1200,Bengali,Dinner,10,25
Azasu Cafe & Restro,"Deccan Gymkhana, Pune",Pune,4.0,500,Multicuisine,Dinner,10,25
Veggie 9 Garden Restaurant,"Bibwewadi , Pune",Pune,4.0,800,Multicuisine,Dinner,10,25
Chaap De Phatte,"Kondhwa, Pune",Pune,5.0,500,"North Indian, Indian",Dinner,0,25
The Fort Bar & Kitchen,"Hadapsar, Pune",Pune,4.3,1000,Indian,Dinner,15,25
Huzoor,"Mundhwa, Pune",Pune,4.0,1500,"Arabian, Middle Eastern",Dinner,25,25
Bao Story,"Aundh, Pune",Pune,4.0,1000,Asian,Dinner,25,25
Shreedatta Pure Veg,"Hadapsar, Pune",Pune,4.6,600,Multicuisine,Dinner,10,25
Opheem Sky Lounge,"Baner, Pune",Pune,4.4,1400,"Indian, Cocktail Menu",Dinner,30,25
Wynkk,"Aundh, Pune",Pune,4.5,1500,Multicuisine,Dinner,20,25
Swig,"Koregaon Park, Pune",Pune,3.0,2000,Multicuisine,Dinner,10,25
Cocktail Club,"Wakad, Pune",Pune,5.0,1000,"Finger Food, Cocktail Menu",Dinner,25,25
Skylark Bar And Club,"Hinjawadi, Pune",Pune,4.0,1500,Multicuisine,Dinner,30,25
Maya Lounge,"Wagholi, Pune",Pune,2.0,1200,Multicuisine,Dinner,40,25
Bottle Bash,"Viman Nagar, Pune",Pune,3.0,1200,"Multicuisine, Cocktail Menu",Dinner,25,25
Cafe AL Forno,"Viman Nagar, Pune",Pune,4.0,800,"Continental, Beverages",Dinner,20,25
Savannah The garden restaurant and cafe,"Shivaji Nagar, Pune",Pune,5.0,800,Multicuisine,Dinner,25,0
Cafe Blaend,"Swargate, Pune",Pune,5.0,600,Multicuisine,Dinner,25,0
Taco bell,"Kalyani Nagar, Pune",Pune,5.0,600,"Fast Food, Mexican",Dinner,25,0
 Jalsa Family Resto And Bar ,"Handewadi, Pune",Pune,5.0,1000,Multicuisine,Dinner,15,25
Shivtirth Restaurant,"Kharadi, Pune",Pune,5.0,1000,"Chinese, Indian",Dinner,15,25
Lucia,"Kalyani Nagar, Pune",Pune,3.8,2000,Multicuisine,Dinner,25,0
Midori Coffee And Eatery,"Baner, Pune",Pune,5.0,700,"Coffee, Continental",Dinner,25,0
Nation 52 Resto & Bar,"Karve Nagar, Pune",Pune,3.5,1500,Multicuisine,Dinner,25,0
Flow Cocktails & Cuisine,"Baner, Pune",Pune,4.0,1200,Multicuisine,Dinner,10,25
The B5 Skyline Commons,"Wakad, Pune",Pune,4.2,1700,"Chinese, Continental",Dinner,25,25
Anand Veg Treat,"Kharadi, Pune",Pune,5.0,800,"North Indian, South Indian",Dinner,25,0
The Indian Palate,"Viman Nagar, Pune",Pune,3.7,600,Multicuisine,Dinner,20,25
Gosip,"Viman Nagar, Pune",Pune,4.6,1500,"Chinese, European, Indian",Dinner,15,25
Ancient Hyderabad,"Hinjawadi, Pune",Pune,3.0,1000,"Chinese, Biryani, Hyderabadi",Dinner,10,25
Golden Buck Cocktail Bar,"Expressway, Pune",Pune,4.0,1500,Multicuisine,Dinner,25,25
Dusk And Dawn,"Bhugaon, Pune",Pune,4.0,1200,Multicuisine,Dinner,25,25
Butter,"Balewadi, Pune",Pune,3.8,2000,"European, Asian",Dinner,25,0
Woodlands Family Resto Bar,"Erandwane, Pune",Pune,1.0,1000,Seafood,Dinner,15,25
Sandwich Express,"Koregaon Park, Pune",Pune,4.2,300,Fast Food,Dinner,25,0
Skyfall Resto Bar,"Pashan, Pune",Pune,4.0,800,Multicuisine,Dinner,25,0
Hotel Shivansh,"Sadashiv Peth, Pune",Pune,4.0,600,Multicuisine,Dinner,25,0
Coffea ,"Salunkhe Vihar Road, Pune",Pune,4.0,600,Coffee,Dinner,25,0
Loam Bistro,"Kalyani Nagar, Pune",Pune,4.0,800,Continental,Dinner,25,0
Hotel Guruprasad,"Narayan Peth, Pune",Pune,4.0,1100,Multicuisine,Dinner,25,0
Westburg,"Kharadi, Pune",Pune,4.0,600,American,Dinner,10,25
Hotel Zaika,"Wadgaon Sheri, Pune",Pune,4.0,500,Indian,Dinner,25,0
One Restaurant & Bar,"Mundhwa, Pune",Pune,4.0,1500,"Indian, European, Italian",Dinner,25,0
NBC-Nothing Before Coffee ,"Wanwadi, Pune, Pune",Pune,4.0,400,Cafe,Dinner,25,0
Yin Yang Bistro -The Lounge And Global Cuisine Restaurant,"Wakad, Pune",Pune,3.6,1400,Multicuisine,Dinner,25,25
Arthur’s Theme,"Kharadi, Pune",Pune,5.0,1500,"European, Indian",Dinner,25,0
Mutton Ani Barach Kahi,"Viman Nagar, Pune",Pune,5.0,900,Indian,Dinner,10,25
The Green Roof ,"Sinhgad Road, Pune",Pune,3.8,1000,Multicuisine,Dinner,15,25
Te Amo,"Chandan Nagar, Pune",Pune,4.7,1000,Multicuisine,Dinner,25,0
Ambrosia Multicuisine Restaurant,"Lohegaon, Pune",Pune,5.0,500,Multicuisine,Dinner,0,25
Aroma All Day Dining at Noorya Hometel,"Chinchwad, Pune",Pune,3.0,1200,Multicuisine,Dinner,25,25
Hoomans All Day Bar,"Balewadi, Pune",Pune,4.0,1200,Multicuisine,Dinner,20,25
The 90s Cafe,"Hinjawadi, Pune",Pune,4.0,500,Multicuisine,Dinner,20,25
Surbhi Malvani Kitchen & Bar,"Chakan, Pune",Pune,4.0,1500,Multicuisine,Dinner,20,25
The Leo Bar & Kitchen,"Hinjawadi, Pune",Pune,4.0,1300,Multicuisine,Dinner,20,25
TMT Bar & Lounge,"Wakad, Pune",Pune,4.0,900,Multicuisine,Dinner,20,25
Spice Safari Restaurant ,"Hinjawadi, Pune",Pune,4.0,1000,Hyderabadi,Dinner,10,25
Beako's By Goosebumps,"Hinjawadi, Pune",Pune,4.0,1200,Multicuisine,Dinner,20,25
The Bierhaus,"Hinjawadi, Pune",Pune,5.0,1500,Multicuisine,Dinner,25,0
 Turque Restaurant,"Sayaji Hotel, Pune",Pune,3.0,2000,Multicuisine,Dinner,10,25
Indian Thali House,"Hinjawadi, Pune",Pune,5.0,500,"Chinese, Indian",Dinner,25,0
Level 12,DoubleTree by Hilton Hotel Pune Chinchwad,Pune,5.0,3000,Indian,Dinner,15,25
Dakshin,"Pimpri, Pune",Pune,5.0,600,"Seafood, Indian",Dinner,15,25
Ora Skybar & Kitchen,"Wakad, Pune",Pune,2.0,1200,"Cocktail Menu, Multicuisine",Dinner,30,25
After hrs.,"Viman Nagar, Pune",Pune,4.0,1500,"European, Indian",Dinner,10,25
Congee Asian Delicacy,"Viman Nagar, Pune",Pune,4.0,1500,Multicuisine,Dinner,10,25
 Radhika Pure Veg Restaurant,"Narhe, Pune",Pune,4.0,1500,Multicuisine,Dinner,10,25
Bread & Bistro ,"Aundh, Pune",Pune,4.0,700,Continental,Dinner,10,25
Meltish,"Aundh, Pune",Pune,4.0,1200,Multicuisine,Dinner,10,25
Rajwada,"Baner, Pune",Pune,4.0,1500,Indian,Dinner,10,25
Spice Family Restaurant,"Kharadi, Pune",Pune,4.0,700,Multicuisine,Dinner,10,25
Maratha Samrat ,"Camp Area, Pune",Pune,2.0,1200,"Biryani, Maharashtrian, Seafood",Fast_Food,10,25
INOX,"Bund Garden Road, Pune",Pune,1.0,500,Fast Food,Fast_Food,25,0
Wow! Momo,"Camp Area, Pune",Pune,4.0,400,Momos,Fast_Food,15,25
Gelato Italiano,"Raja Bahadur Mill Road, Pune",Pune,4.0,300,Ice Cream,Fast_Food,10,25
The Walnut Tree,"Koregaon Park, Pune",Pune,4.0,800,"Bakery, Cafe",Fast_Food,10,25
Madras Tiffin Room,"Koregaon Park, Pune",Pune,5.0,800,South Indian,Fast_Food,25,0
Cheesiano Pizza,"Wakad, Pune",Pune,5.0,500,Pizza,Fast_Food,30,25
Barista Coffee,"Law College Road, Pune",Pune,5.0,300,Cafe,Fast_Food,20,25
Demitasse Coffee,"Erandwane, Pune",Pune,5.0,400,"Cafe, Fast Food",Fast_Food,15,25
Tim Hortons,"Bhosale Heights, Pune",Pune,4.5,800,Cafe,Fast_Food,15,25
Just Food Express,"Katraj, Pune",Pune,4.0,300,"Chinese, Indian, Continental",Fast_Food,20,25
Inari Bistro,"Erandwane, Pune",Pune,4.0,300,"Desserts, Fast Food",Fast_Food,15,25
Get-A-Way,"NIBM Road, Pune",Pune,4.0,300,Ice Cream,Fast_Food,20,25
Barista,"Sahakar Nagar, Pune",Pune,4.0,500,Ice Cream,Fast_Food,15,25
Wow! China,"Kothrud, Pune",Pune,4.0,400,Chinese,Fast_Food,15,25
Pokket Cafe,"Warje, Pune",Pune,4.0,600,Cafe,Fast_Food,20,25
Cheesiano Pizza Cafe,"Kharadi, Pune",Pune,4.0,500,Pizza,Fast_Food,20,25
Chicago Delights Pizza & Grillz,"Talegaon Dabhade, Pune",Pune,4.0,300,Pizza,Fast_Food,20,25
The Chocolate Room,"Pimple Nilakh, Pune",Pune,4.0,600,Multicuisine,Fast_Food,20,25
Maharaja Bhog,"Senapati Bapat Road, Pune",Pune,4.5,800,"Gujarati, Rajasthani",Fast_Food,10,25
The Rolling Rooster Restaurant,"Kharadi, Pune",Pune,5.0,400,Fast Food,Fast_Food,15,25
Cafe Durga,"Ganeshnagar, Pune",Pune,4.0,300,Fast Food,Fast_Food,15,25
Cafe Bon Appetit,"Erandwane, Pune",Pune,4.0,600,Fast Food,Fast_Food,10,25
The Crema Bistro Cafe,"Erandwane, Pune",Pune,4.0,500,Cafe,Fast_Food,10,25
Daily Dose,"Kondhwa, Pune",Pune,4.0,400,"Cafe, Fast Food",Fast_Food,10,25
99 Pancakes,"Kothrud, Pune",Pune,4.0,350,Desserts,Fast_Food,10,25
The Pizza Box,"Senapati Bapat Road, Pune",Pune,4.0,400,"Fast Food, Pizza",Fast_Food,10,25
Bites & Blends Stop,"Undri, Pune",Pune,4.0,500,Indian,Fast_Food,15,25
Wow! Chicken,"Elpro City Square Mall, Pune",Pune,5.0,300,Fast Food,Fast_Food,15,25
Kong's Kitchen,"Hinjawadi, Pune",Pune,4.0,500,Chinese,Fast_Food,15,25
Momos Katta,"Narhe, Pune",Pune,4.0,400,Italian,Fast_Food,15,25
Gobblers,"Hinjawadi, Pune",Pune,4.0,400,Fast Food,Fast_Food,15,25
Urban Singh,"Hinjawadi, Pune",Pune,4.0,700,North Indian,Fast_Food,15,25
Taco Alfresco,"Viman Nagar, Pune",Pune,5.0,500,Fast Food,Fast_Food,10,25
